Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
ACARO2,NULLVALUE,Acarospora A. Massal.,cracked lichen,Acarosporaceae
ACER,NULLVALUE,Acer L.,maple,Aceraceae
ACGL,NULLVALUE,Acer glabrum Torr.,Rocky Mountain maple,Aceraceae
ACGLD4,NULLVALUE,Acer glabrum Torr. var. douglasii (Hook.) Dippel,Douglas maple,Aceraceae
ACGLD4,ACDO,Acer douglasii Hook.,NULLVALUE,Aceraceae
ACGLD4,ACGLD2,Acer glabrum Torr. ssp. douglasii (Hook.) Wesmael,NULLVALUE,Aceraceae
ACNE2,NULLVALUE,Acer negundo L.,boxelder,Aceraceae
ACNEN,NULLVALUE,Acer negundo L. var. negundo,boxelder,Aceraceae
ACNEN,ACNEV2,Acer negundo L. var. variegatum Jacques,NULLVALUE,Aceraceae
ACNEN,NEAC,Negundo aceroides (L.) Moench,NULLVALUE,Aceraceae
ACNEN,NENE,"Negundo negundo (L.) Karst., nom. inval.",NULLVALUE,Aceraceae
ACAM,NULLVALUE,Acorus americanus (Raf.) Raf.,sweetflag,Acoraceae
ACAM,ACCA10,Acorus calamus auct. non L.,NULLVALUE,Acoraceae
ACAM,ACCAA2,Acorus calamus L. var. americanus (Raf.) H.D. Wulff.,NULLVALUE,Acoraceae
ACORU,NULLVALUE,Acorus L.,sweetflag,Acoraceae
ADMO,NULLVALUE,Adoxa moschatellina L.,muskroot,Adoxaceae
ADOXA,NULLVALUE,Adoxa L.,adoxa,Adoxaceae
YUCCA,NULLVALUE,Yucca L.,yucca,Agavaceae
YUGL,NULLVALUE,Yucca glauca Nutt.,soapweed yucca,Agavaceae
YUGLG2,NULLVALUE,Yucca glauca Nutt. var. glauca,soapweed yucca,Agavaceae
YUGLG2,YUAN,Yucca angustifolia Pursh,NULLVALUE,Agavaceae
ALGR,NULLVALUE,Alisma gramineum Lej.,narrowleaf water plantain,Alismataceae
ALGR,ALGE3,Alisma geyeri Torr.,NULLVALUE,Alismataceae
ALGR,ALGRA,Alisma gramineum Lej. var. angustissimum (DC.) A.J. Hendricks,NULLVALUE,Alismataceae
ALGR,ALGRG2,Alisma gramineum Lej. var. geyeri (Torr.) Lam.,NULLVALUE,Alismataceae
ALGR,ALGRG3,Alisma gramineum Lej. var. graminifolium (Wahlenb.) A.J. Hendricks,NULLVALUE,Alismataceae
ALGR,ALGRW,Alisma gramineum Lej. var. wahlenbergii auct. non (Holmb.) Raymond & Kucyniak,NULLVALUE,Alismataceae
ALGR,ALLA5,Alisma lanceolatum A. Gray,NULLVALUE,Alismataceae
ALISM,NULLVALUE,Alisma L.,water plantain,Alismataceae
ALTR7,NULLVALUE,Alisma triviale Pursh,northern water plantain,Alismataceae
ALTR7,ALBR10,Alisma brevipes Greene,NULLVALUE,Alismataceae
ALTR7,ALPLB,Alisma plantago-aquatica L. ssp. brevipes (Greene) Sam.,NULLVALUE,Alismataceae
ALTR7,ALPLA,Alisma plantago-aquatica L. var. americanum Schult.,NULLVALUE,Alismataceae
ALTR7,ALPLB2,Alisma plantago-aquatica L. var. brevipes (Greene) Vict.,NULLVALUE,Alismataceae
SACU,NULLVALUE,Sagittaria cuneata Sheldon,arumleaf arrowhead,Alismataceae
SACU,SAAR26,Sagittaria arifolia Nutt. ex J.G. Sm.,NULLVALUE,Alismataceae
SAGIT,NULLVALUE,Sagittaria L.,arrowhead,Alismataceae
SALA2,NULLVALUE,Sagittaria latifolia Willd.,broadleaf arrowhead,Alismataceae
SALA2,SACH15,Sagittaria chinensis Pursh,NULLVALUE,Alismataceae
SALA2,SAENL3,Sagittaria engelmanniana J.G. Sm. ssp. longirostra (Micheli) Bogin,NULLVALUE,Alismataceae
SALA2,SAES2,Sagittaria esculenta Howell,NULLVALUE,Alismataceae
SALA2,SALAO,Sagittaria latifolia Willd. var. obtusa (Muhl. ex Willd.) Wiegand,NULLVALUE,Alismataceae
SALA2,SALAP,Sagittaria latifolia Willd. var. pubescens (Muhl. ex Nutt.) J.G. Sm.,NULLVALUE,Alismataceae
SALA2,SALO11,Sagittaria longirostra (Micheli) J.G. Sm.,NULLVALUE,Alismataceae
SALA2,SAOB4,"Sagittaria obtusa Muhl. ex Willd., non Thunb.",NULLVALUE,Alismataceae
SALA2,SAOR8,Sagittaria ornithorhyncha Small,NULLVALUE,Alismataceae
SALA2,SAPL5,Sagittaria planipes Fernald,NULLVALUE,Alismataceae
SALA2,SAPU10,Sagittaria pubescens Muhl. ex Nutt.,NULLVALUE,Alismataceae
SALA2,SAVAO2,Sagittaria variabilis Engelm. var. obtusa (Muhl. ex Willd.) Engelm.,NULLVALUE,Alismataceae
SALA2,SAVI12,Sagittaria viscosa C. Mohr,NULLVALUE,Alismataceae
AMAL,NULLVALUE,Amaranthus albus L.,prostrate pigweed,Amaranthaceae
AMAL,AMALP3,Amaranthus albus L. var. pubescens (Uline & Bray) Fernald,NULLVALUE,Amaranthaceae
AMAL,AMGRP,Amaranthus graecizans L. var. pubescens Uline & Bray,NULLVALUE,Amaranthaceae
AMAL,AMPU,Amaranthus pubescens (Uline & Bray) Rydb.,NULLVALUE,Amaranthaceae
AMARA,NULLVALUE,Amaranthus L.,pigweed,Amaranthaceae
AMBL,NULLVALUE,Amaranthus blitoides S. Watson,mat amaranth,Amaranthaceae
AMBL,AMGR,Amaranthus graecizans auct. non L.,NULLVALUE,Amaranthaceae
AMCA,NULLVALUE,Amaranthus californicus (Moq.) S. Watson,California amaranth,Amaranthaceae
AMCA,AMAL4,Amaranthus albomarginatus Uline & Bray,NULLVALUE,Amaranthaceae
AMCA,AMMI5,Amaranthus microphyllus Shinners,NULLVALUE,Amaranthaceae
AMPO2,NULLVALUE,Amaranthus powellii S. Watson,Powell's amaranth,Amaranthaceae
AMPOP,NULLVALUE,Amaranthus powellii S. Watson ssp. powellii,Powell's amaranth,Amaranthaceae
AMPOP,AMBR4,Amaranthus bracteosus Uline & Bray,NULLVALUE,Amaranthaceae
AMPOP,AMREP,Amaranthus retroflexus L. var. powellii (S. Watson) B. Boivin,NULLVALUE,Amaranthaceae
AMPOP,AMVI4,Amaranthus viscidulus Greene,NULLVALUE,Amaranthaceae
AMRE,NULLVALUE,Amaranthus retroflexus L.,redroot amaranth,Amaranthaceae
AMRE,AMRES,Amaranthus retroflexus L. var. salicifolius I.M. Johnst.,NULLVALUE,Amaranthaceae
RHGL,NULLVALUE,Rhus glabra L.,smooth sumac,Anacardiaceae
RHGL,RHCA15,Rhus calophylla Greene,NULLVALUE,Anacardiaceae
RHGL,RHGLC2,Rhus glabra L. var. cismontana (Greene) Cockerell,NULLVALUE,Anacardiaceae
RHGL,RHGLL2,Rhus glabra L. var. laciniata Carrière,NULLVALUE,Anacardiaceae
RHGL,RHGLO,Rhus glabra L. var. occidentalis Torr.,NULLVALUE,Anacardiaceae
RHTR,NULLVALUE,Rhus trilobata Nutt.,skunkbush sumac,Anacardiaceae
RHTRT,NULLVALUE,Rhus trilobata Nutt. var. trilobata,skunkbush sumac,Anacardiaceae
RHTRT,RHARF2,Rhus aromatica Aiton ssp. flabelliformis (Shinners) R.E. Brooks,NULLVALUE,Anacardiaceae
RHTRT,RHART,Rhus aromatica Aiton ssp. trilobata (Nutt.) W.A. Weber,NULLVALUE,Anacardiaceae
RHTRT,RHARF,Rhus aromatica Aiton var. flabelliformis Shinners,NULLVALUE,Anacardiaceae
RHTRT,RHART2,Rhus aromatica Aiton var. trilobata (Nutt.) A. Gray ex S. Watson,NULLVALUE,Anacardiaceae
RHTRT,SCTR4,Schmaltzia trilobata (Nutt.) Small,NULLVALUE,Anacardiaceae
RHUS,NULLVALUE,Rhus L.,sumac,Anacardiaceae
TORY,NULLVALUE,Toxicodendron rydbergii (Small ex Rydb.) Greene,western poison ivy,Anacardiaceae
TORY,RHRAR,Rhus radicans L. var. rydbergii (Small ex Rydb.) Rehder,NULLVALUE,Anacardiaceae
TORY,RHRAV,Rhus radicans L. var. vulgaris (Michx.) DC.,NULLVALUE,Anacardiaceae
TORY,RHTOV2,Rhus toxicodendron L. var. vulgaris Michx.,NULLVALUE,Anacardiaceae
TORY,TOCR2,"Toxicodendron crenatum Mill., nom. utique rej.",NULLVALUE,Anacardiaceae
TORY,TODE2,Toxicodendron desertorum Lunell,NULLVALUE,Anacardiaceae
TORY,TORAR2,Toxicodendron radicans (L.) Kuntze var. rydbergii (Small ex Rydb.) Erskine,NULLVALUE,Anacardiaceae
TORY,TOVO2,"Toxicodendron volubile Mill., nom. utique rej.",NULLVALUE,Anacardiaceae
TOXIC,NULLVALUE,Toxicodendron Mill.,poison oak,Anacardiaceae
ANAR3,NULLVALUE,Angelica arguta Nutt.,Lyall's angelica,Apiaceae
ANAR3,ANLY2,Angelica lyallii S. Watson,NULLVALUE,Apiaceae
ANDA,NULLVALUE,Angelica dawsonii S. Watson,Dawson's angelica,Apiaceae
ANETH,NULLVALUE,Anethum L.,dill,Apiaceae
ANGE2,NULLVALUE,Angelica genuflexa Nutt.,kneeling angelica,Apiaceae
ANGEL,NULLVALUE,Angelica L.,angelica,Apiaceae
ANGR2,NULLVALUE,Anethum graveolens L.,dill,Apiaceae
ANPI2,NULLVALUE,Angelica pinnata S. Watson,small-leaf angelica,Apiaceae
BUAM2,NULLVALUE,Bupleurum americanum J.M. Coult. & Rose,American thorow wax,Apiaceae
BUAM2,BUTRA2,Bupleurum triradiatum J.E. Adams ex Hoffm. ssp. arcticum (Regel) Hultén,NULLVALUE,Apiaceae
BUPLE,NULLVALUE,Bupleurum L.,bupleurum,Apiaceae
CACA19,NULLVALUE,Carum carvi L.,caraway,Apiaceae
CACA19,CAVE20,Carum velenovskyi Rohlena,NULLVALUE,Apiaceae
CARUM,NULLVALUE,Carum L.,carum,Apiaceae
CIBU,NULLVALUE,Cicuta bulbifera L.,bulblet-bearing water hemlock,Apiaceae
CICUT,NULLVALUE,Cicuta L.,water hemlock,Apiaceae
CIMA2,NULLVALUE,Cicuta maculata L.,spotted water hemlock,Apiaceae
CIMAA,NULLVALUE,Cicuta maculata L. var. angustifolia Hook.,spotted water hemlock,Apiaceae
CIMAA,CIOC3,Cicuta occidentalis Greene,NULLVALUE,Apiaceae
CIVI5,NULLVALUE,Cicuta virosa L.,Mackenzie's water hemlock,Apiaceae
CIVI5,CIMA,Cicuta mackenzieana Raup,NULLVALUE,Apiaceae
CNCN,NULLVALUE,Cnidium cnidiifolium (Turcz.) Schischkin,Jakutsk snowparsley,Apiaceae
CNCN,COCN,Conioselinum cnidiifolium (Turcz.) A.E. Porsild,NULLVALUE,Apiaceae
CNIDI,NULLVALUE,Cnidium Cusson ex Juss.,snowparsley,Apiaceae
COMA2,NULLVALUE,Conium maculatum L.,poison hemlock,Apiaceae
CONIU,NULLVALUE,Conium L.,poison hemlock,Apiaceae
CYAC,NULLVALUE,Cymopterus acaulis (Pursh) Raf.,plains springparsley,Apiaceae
CYACA,NULLVALUE,Cymopterus acaulis (Pursh) Raf. var. acaulis,plains springparsley,Apiaceae
CYMOP2,NULLVALUE,Cymopterus Raf.,springparsley,Apiaceae
ERPL5,NULLVALUE,Eryngium planum L.,plains eryngo,Apiaceae
ERYNG,NULLVALUE,Eryngium L.,eryngo,Apiaceae
FOENI,NULLVALUE,Foeniculum Mill.,fennel,Apiaceae
FOVU,NULLVALUE,Foeniculum vulgare Mill.,sweet fennel,Apiaceae
FOVU,FOFO,"Foeniculum foeniculum (L.) Karst., nom. inval.",NULLVALUE,Apiaceae
HEMA80,NULLVALUE,Heracleum maximum W. Bartram,common cowparsnip,Apiaceae
HEMA80,HELA4,Heracleum lanatum Michx.,NULLVALUE,Apiaceae
HEMA80,HESPM,Heracleum sphondylium L. ssp. montanum (Schleich. ex Gaudin) Briq.,NULLVALUE,Apiaceae
HEMA80,HESPL,Heracleum sphondylium L. var. lanatum (Michx.) Dorn,NULLVALUE,Apiaceae
HERAC,NULLVALUE,Heracleum L.,cowparsnip,Apiaceae
LOCO4,NULLVALUE,Lomatium cous (S. Watson) J.M. Coult. & Rose,cous biscuitroot,Apiaceae
LOCO4,LOCI4,Lomatium circumdatum (S. Watson) J.M. Coult. & Rose,NULLVALUE,Apiaceae
LOCO4,LOMO4,Lomatium montanum J.M. Coult. & Rose,NULLVALUE,Apiaceae
LODI,NULLVALUE,Lomatium dissectum (Nutt.) Mathias & Constance,fernleaf biscuitroot,Apiaceae
LODIM,NULLVALUE,Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum (Nutt.) Mathias & Constance,carrotleaf biscuitroot,Apiaceae
LODIM,LEMU5,Leptotaenia multifida Nutt.,NULLVALUE,Apiaceae
LODIM,LODIE,Lomatium dissectum (Nutt.) Mathias & Constance var. eatonii (J.M. Coult. & Rose) Cronquist,NULLVALUE,Apiaceae
LOFO,NULLVALUE,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose,desert biscuitroot,Apiaceae
LOFOF2,NULLVALUE,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. foeniculaceum,desert biscuitroot,Apiaceae
LOFOF2,COFO5,Cogswellia foeniculacea (Nutt.) J.M. Coult. & Rose,NULLVALUE,Apiaceae
LOFOF2,COVI12,Cogswellia villosa (Raf.) Schult.,NULLVALUE,Apiaceae
LOMA3,NULLVALUE,Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,bigseed biscuitroot,Apiaceae
LOMA3,COMA12,Cogswellia macrocarpa (Nutt. ex Torr. & A. Gray) M.E. Jones,NULLVALUE,Apiaceae
LOMA3,FEMA,Ferula macrocarpa Hook. & Arn.,NULLVALUE,Apiaceae
LOMA3,LOMAA,Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. artemisiarum Piper,NULLVALUE,Apiaceae
LOMA3,LOMAE,Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. ellipticum (Torr. & A. Gray) Jeps.,NULLVALUE,Apiaceae
LOMA3,PEMA14,Peucedanum macrocarpum Nutt. ex Torr. & A. Gray,NULLVALUE,Apiaceae
LOMAT,NULLVALUE,Lomatium Raf.,desertparsley,Apiaceae
LOSA3,NULLVALUE,Lomatium sandbergii (J.M. Coult. & Rose) J.M. Coult. & Rose,Sandberg's biscuitroot,Apiaceae
LOSA3,PESA13,Peucedanum sandbergii J.M. Coult. & Rose,NULLVALUE,Apiaceae
LOSI2,NULLVALUE,Lomatium simplex (Nutt.) J.F. Macbr.,Great Basin desertparsley,Apiaceae
LOSIL2,NULLVALUE,Lomatium simplex (Nutt.) J.F. Macbr. var. leptophyllum (Hook.) Mathias,slenderleaf lomatium,Apiaceae
LOTR2,NULLVALUE,Lomatium triternatum (Pursh) J.M. Coult. & Rose,nineleaf biscuitroot,Apiaceae
LOTRM,NULLVALUE,Lomatium triternatum (Pursh) J.M. Coult. & Rose var. macrocarpum (J.M. Coult. & Rose) Mathias,nineleaf biscuitroot,Apiaceae
LOTRM,LOTRA2,Lomatium triternatum (Pursh) J.M. Coult. & Rose var. alatum J.M. Coult. & Rose,NULLVALUE,Apiaceae
LOTRT,NULLVALUE,Lomatium triternatum (Pursh) J.M. Coult. & Rose var. triternatum,nineleaf biscuitroot,Apiaceae
MUDI,NULLVALUE,Musineon divaricatum (Pursh) Raf.,leafy wildparsley,Apiaceae
MUDI,MUDI2,"Musineum divaricatum (Pursh) Nutt. ex Torr. & A. Gray, orth. var.",NULLVALUE,Apiaceae
MUDIH,NULLVALUE,Musineon divaricatum (Pursh) Raf. var. hookeri (Torr. & A. Gray) Mathias,Hooker's wildparsley,Apiaceae
MUDIH,MUHO,Musineon hookeri (Torr. & A. Gray) Nutt.,NULLVALUE,Apiaceae
MUDIH,MUTR3,Musineon trachyspermum Nutt.,NULLVALUE,Apiaceae
MUDIH,MUDIH2,"Musineum divaricatum (Pursh) Nutt. ex Torr. & A. Gray var. hookeri Torr. & A. Gray, orth. var.",NULLVALUE,Apiaceae
MUSIN,NULLVALUE,Musineon Raf.,wildparsley,Apiaceae
OSBE,NULLVALUE,Osmorhiza berteroi DC.,sweetcicely,Apiaceae
OSBE,OSBR2,Osmorhiza brevipes (J.M. Coult. & Rose) Suksd.,NULLVALUE,Apiaceae
OSBE,OSCH,Osmorhiza chilensis Hook. & Arn.,NULLVALUE,Apiaceae
OSBE,OSDI,Osmorhiza divaricata (Britton) Suksd.,NULLVALUE,Apiaceae
OSBE,OSNU,Osmorhiza nuda Torr.,NULLVALUE,Apiaceae
OSBE,WADI,Washingtonia divaricata Britton,NULLVALUE,Apiaceae
OSDE,NULLVALUE,Osmorhiza depauperata Phil.,bluntseed sweetroot,Apiaceae
OSDE,OSCHC,Osmorhiza chilensis Hook. & Arn. var. cupressimontana (B. Boivin) B. Boivin,NULLVALUE,Apiaceae
OSDE,OSOB2,Osmorhiza obtusa (J.M. Coult. & Rose) Fernald,NULLVALUE,Apiaceae
OSDE,WAOB,Washingtonia obtusa J.M. Coult. & Rose,NULLVALUE,Apiaceae
OSLO,NULLVALUE,Osmorhiza longistylis (Torr.) DC.,longstyle sweetroot,Apiaceae
OSLO,OSARL,Osmorhiza aristata (Thunb.) Makino & Yabe var. longistylis (Torr.) B. Boivin,NULLVALUE,Apiaceae
OSLO,OSLOB,Osmorhiza longistylis (Torr.) DC. var. brachycoma S.F. Blake,NULLVALUE,Apiaceae
OSLO,OSLOI,Osmorhiza longistylis (Torr.) DC. var. imbarbata Salamun,NULLVALUE,Apiaceae
OSLO,OSLOV,Osmorhiza longistylis (Torr.) DC. var. villicaulis Fernald,NULLVALUE,Apiaceae
OSLO,WALO2,Washingtonia longistylis (Torr.) Britton,NULLVALUE,Apiaceae
OSMOR,NULLVALUE,Osmorhiza Raf.,sweetroot,Apiaceae
OSOC,NULLVALUE,Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.,western sweetroot,Apiaceae
OSOC,GLOC2,Glycosma occidentalis Nutt. ex Torr. & A. Gray,NULLVALUE,Apiaceae
OSOC,OSAM2,Osmorhiza ambigua (A. Gray) J.M. Coult. & Rose,NULLVALUE,Apiaceae
OSPU,NULLVALUE,Osmorhiza purpurea (J.M. Coult. & Rose) Suksd.,purple sweetroot,Apiaceae
OSPU,OSCHP,Osmorhiza chilensis Hook. & Arn. var. purpurea (J.M. Coult. & Rose) B. Boivin,NULLVALUE,Apiaceae
OSPU,OSLE,Osmorhiza leibergii (J.M. Coult. & Rose) Blankinship,NULLVALUE,Apiaceae
OSPU,WAPU,Washingtonia purpurea J.M. Coult. & Rose,NULLVALUE,Apiaceae
PASA2,NULLVALUE,Pastinaca sativa L.,wild parsnip,Apiaceae
PASA2,PASAP,Pastinaca sativa L. var. pratensis Pers.,NULLVALUE,Apiaceae
PASTI,NULLVALUE,Pastinaca L.,parsnip,Apiaceae
PEGA3,NULLVALUE,Perideridia gairdneri (Hook. & Arn.) Mathias,Gardner's yampah,Apiaceae
PEGAB,NULLVALUE,Perideridia gairdneri (Hook. & Arn.) Mathias ssp. borealis T.I. Chuang & Constance,common yampah,Apiaceae
PEGAB,ATMO,Atenia montana (Blank.) Rydb.,NULLVALUE,Apiaceae
PEGAB,CAMO21,Carum montanum Blank.,NULLVALUE,Apiaceae
PEGAB,PEMO7,Perideridia montana (Blank.) Dorn,NULLVALUE,Apiaceae
PERID,NULLVALUE,Perideridia Rchb.,yampah,Apiaceae
SAMA2,NULLVALUE,Sanicula marilandica L.,Maryland sanicle,Apiaceae
SAMA2,SAMAP,Sanicula marilandica L. var. petiolulata Fernald,NULLVALUE,Apiaceae
SANIC,NULLVALUE,Sanicula L.,sanicle,Apiaceae
SISU2,NULLVALUE,Sium suave Walter,hemlock waterparsnip,Apiaceae
SISU2,SICI2,Sium cicutifolium Schrank,NULLVALUE,Apiaceae
SISU2,SIFL,Sium floridanum Small,NULLVALUE,Apiaceae
SISU2,SISUF,Sium suave Walter var. floridanum (Small) C.F. Reed,NULLVALUE,Apiaceae
SIUM,NULLVALUE,Sium L.,waterparsnip,Apiaceae
ZIAP,NULLVALUE,Zizia aptera (A. Gray) Fernald,meadow zizia,Apiaceae
ZIAP,ZIAPO,Zizia aptera (A. Gray) Fernald var. occidentalis Fernald,NULLVALUE,Apiaceae
ZIAP,ZICO,Zizia cordata W.D.J. Koch ex DC.,NULLVALUE,Apiaceae
ZIZIA,NULLVALUE,Zizia W.D.J. Koch,zizia,Apiaceae
APAN2,NULLVALUE,Apocynum androsaemifolium L.,spreading dogbane,Apocynaceae
APAN2,APAM2,Apocynum ambigens Greene,NULLVALUE,Apocynaceae
APAN2,APANP,Apocynum androsaemifolium L. ssp. pumilum (A. Gray) B. Boivin,NULLVALUE,Apocynaceae
APAN2,APANG2,Apocynum androsaemifolium L. var. glabrum Macoun,NULLVALUE,Apocynaceae
APAN2,APANG4,Apocynum androsaemifolium L. var. griseum (Greene) Bég. & Beloserky,NULLVALUE,Apocynaceae
APAN2,APANI3,Apocynum androsaemifolium L. var. incanum A. DC.,NULLVALUE,Apocynaceae
APAN2,APANI2,Apocynum androsaemifolium L. var. intermedium Woodson,NULLVALUE,Apocynaceae
APAN2,APANP3,Apocynum androsaemifolium L. var. pumilum A. Gray,NULLVALUE,Apocynaceae
APAN2,APANT2,Apocynum androsaemifolium L. var. tomentellum (Greene) B. Boivin,NULLVALUE,Apocynaceae
APAN2,APANW2,Apocynum androsaemifolium L. var. woodsonii B. Boivin,NULLVALUE,Apocynaceae
APAN2,APPU,Apocynum pumilum (A. Gray) Greene,NULLVALUE,Apocynaceae
APAN2,APPUR,Apocynum pumilum (A. Gray) Greene var. rhomboideum (Greene) Bég. & Beloserky,NULLVALUE,Apocynaceae
APAN2,APSC,Apocynum scopulorum Greene ex Rydb.,NULLVALUE,Apocynaceae
APCA,NULLVALUE,Apocynum cannabinum L.,Indianhemp,Apocynaceae
APCA,APCAA,Apocynum cannabinum L. var. angustifolium (Wooton) N.H. Holmgren,NULLVALUE,Apocynaceae
APCA,APCAG,Apocynum cannabinum L. var. glaberrimum A. DC.,NULLVALUE,Apocynaceae
APCA,APCAG2,Apocynum cannabinum L. var. greeneanum (Bég. & Beloserky) Woodson,NULLVALUE,Apocynaceae
APCA,APCAH,Apocynum cannabinum L. var. hypericifolium (Aiton) A. Gray,NULLVALUE,Apocynaceae
APCA,APCAN,Apocynum cannabinum L. var. nemorale (G.S. Mill.) Fernald,NULLVALUE,Apocynaceae
APCA,APCAP2,Apocynum cannabinum L. var. pubescens (Mitchell ex R. Br.) Woodson,NULLVALUE,Apocynaceae
APCA,APCAS,Apocynum cannabinum L. var. suksdorfii (Greene) Bég. & Beloserky,NULLVALUE,Apocynaceae
APCA,APHY2,Apocynum hypericifolium Aiton,NULLVALUE,Apocynaceae
APCA,APPU2,Apocynum pubescens Mitchell ex R. Br.,NULLVALUE,Apocynaceae
APCA,APSI,Apocynum sibiricum Jacq.,NULLVALUE,Apocynaceae
APCA,APSIC,Apocynum sibiricum Jacq. var. cordigerum (Greene) Fernald,NULLVALUE,Apocynaceae
APCA,APSIF,Apocynum sibiricum Jacq. var. farwellii (Greene) Fernald,NULLVALUE,Apocynaceae
APCA,APSIS,Apocynum sibiricum Jacq. var. salignum (Greene) Fernald,NULLVALUE,Apocynaceae
APCA,APSU,Apocynum suksdorfii Greene,NULLVALUE,Apocynaceae
APCA,APSUA2,Apocynum suksdorfii Greene var. angustifolium (Wooton) Woodson,NULLVALUE,Apocynaceae
APFL,NULLVALUE,Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum],NULLVALUE,Apocynaceae
APFL,APJO,Apocynum jonesii Woodson,NULLVALUE,Apocynaceae
APFL,APME,Apocynum medium Greene,NULLVALUE,Apocynaceae
APFL,APMEF,Apocynum medium Greene var. floribundum (Greene) Woodson,NULLVALUE,Apocynaceae
APFL,APMEL2,Apocynum medium Greene var. leuconeuron (Greene) Woodson,NULLVALUE,Apocynaceae
APFL,APMEL,Apocynum medium Greene var. lividum (Greene) Woodson,NULLVALUE,Apocynaceae
APFL,APMES,Apocynum medium Greene var. sarniense (Greene) Woodson,NULLVALUE,Apocynaceae
APFL,APMEV,Apocynum medium Greene var. vestitum (Greene) Woodson,NULLVALUE,Apocynaceae
APFL,APMI2,Apocynum milleri Britton,NULLVALUE,Apocynaceae
APOCY,NULLVALUE,Apocynum L.,dogbane,Apocynaceae
CALLA,NULLVALUE,Calla L.,callalily,Araceae
CAPA,NULLVALUE,Calla palustris L.,water arum,Araceae
ARALI,NULLVALUE,Aralia L.,spikenard,Araliaceae
ARNU2,NULLVALUE,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae
OPHO,NULLVALUE,Oplopanax horridus (Sm.) Miq.,devilsclub,Araliaceae
OPHO,ECHO2,Echinopanax horridus (Sm.) Decne. & Planch. ex Harms,NULLVALUE,Araliaceae
OPHO,FAHO2,Fatsia horrida (Sm.) Benth. & Hook. f. ex W.H. Brewer & S. Watson,NULLVALUE,Araliaceae
OPLOP,NULLVALUE,Oplopanax (Torr. & A. Gray) Miq.,oplopanax,Araliaceae
ASCLE,NULLVALUE,Asclepias L.,milkweed,Asclepiadaceae
ASOV,NULLVALUE,Asclepias ovalifolia Decne.,oval-leaf milkweed,Asclepiadaceae
ASSP,NULLVALUE,Asclepias speciosa Torr.,showy milkweed,Asclepiadaceae
ASSP,ASGI6,Asclepias giffordii Eastw.,NULLVALUE,Asclepiadaceae
ASVI,NULLVALUE,Asclepias viridiflora Raf.,green comet milkweed,Asclepiadaceae
ASVI,ACVI4,Acerates viridiflora (Raf.) Pursh ex Eaton,NULLVALUE,Asclepiadaceae
ASVI,ACVII,Acerates viridiflora (Raf.) Pursh ex Eaton var. ivesii Britton,NULLVALUE,Asclepiadaceae
ASVI,ACVIL,Acerates viridiflora (Raf.) Pursh ex Eaton var. linearis A. Gray,NULLVALUE,Asclepiadaceae
ASVI,ASVIL,Asclepias viridiflora Raf. var. lanceolata Torr.,NULLVALUE,Asclepiadaceae
ASVI,ASVIL2,Asclepias viridiflora Raf. var. linearis (A. Gray) Fernald,NULLVALUE,Asclepiadaceae
ASPLE,NULLVALUE,Asplenium L.,spleenwort,Aspleniaceae
ASTR10,NULLVALUE,Asplenium trichomanes-ramosum L.,brightgreen spleenwort,Aspleniaceae
ASTR10,ASVI10,Asplenium viride Huds.,NULLVALUE,Aspleniaceae
ASTR2,NULLVALUE,Asplenium trichomanes L.,maidenhair spleenwort,Aspleniaceae
ASTRT,NULLVALUE,Asplenium trichomanes L. ssp. trichomanes,maidenhair spleenwort,Aspleniaceae
ACAL17,NULLVALUE,Achillea alpina L.,Chinese yarrow,Asteraceae
ACHIL,NULLVALUE,Achillea L.,yarrow,Asteraceae
ACMI2,NULLVALUE,Achillea millefolium L.,common yarrow,Asteraceae
ACMIB,NULLVALUE,Achillea millefolium L. var. borealis (Bong.) Farw.,boreal yarrow,Asteraceae
ACMIB,ACBO,Achillea borealis Bong.,NULLVALUE,Asteraceae
ACMIB,ACBOT,Achillea borealis Bong. ssp. typica D.D. Keck,NULLVALUE,Asteraceae
ACMIB,ACMIA3,Achillea millefolium L. ssp. atrotegula B. Boivin,NULLVALUE,Asteraceae
ACMIB,ACMIB2,Achillea millefolium L. ssp. borealis (Bong.) Breitung,NULLVALUE,Asteraceae
ACMIB,ACMIF2,Achillea millefolium L. var. fulva B. Boivin,NULLVALUE,Asteraceae
ACMIB,ACMIP3,Achillea millefolium L. var. parviligula B. Boivin,NULLVALUE,Asteraceae
ACMIB,ACMIP4,Achillea millefolium L. var. parvula B. Boivin,NULLVALUE,Asteraceae
ACMIM2,NULLVALUE,Achillea millefolium L. var. millefolium,common yarrow,Asteraceae
ACMIM2,ACMA14,Achillea magna auct.,NULLVALUE,Asteraceae
