Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
ASFLF,ASFLE,Astragalus flexuosus Douglas ex G. Don var. elongatus (Hook.) M.E. Jones,NULLVALUE,Fabaceae
ASFLF,ASFLS,Astragalus flexuosus Douglas ex G. Don var. sierrae-blancae (Rydb.) Barneby,NULLVALUE,Fabaceae
ASFLF,PIFL8,Pisophaca flexuosa (Douglas ex Hook.) Rydb.,NULLVALUE,Fabaceae
ASGI5,NULLVALUE,Astragalus gilviflorus Sheldon,plains milkvetch,Fabaceae
ASGIG,NULLVALUE,Astragalus gilviflorus Sheldon var. gilviflorus,plains milkvetch,Fabaceae
ASGIG,ASTR12,Astragalus triphyllus Pursh,NULLVALUE,Fabaceae
ASGIG,ORTR3,"Orophaca triphylla Isely, nom. illeg.",NULLVALUE,Fabaceae
ASKE,NULLVALUE,Astragalus kentrophyta A. Gray,spiny milkvetch,Fabaceae
ASKEK,NULLVALUE,Astragalus kentrophyta A. Gray var. kentrophyta,spiny milkvetch,Fabaceae
ASKEK,ASVI12,Astragalus viridis (Nutt.) Sheldon,NULLVALUE,Fabaceae
ASKEK,KEMO,Kentrophyta montana Nutt.,NULLVALUE,Fabaceae
ASLA27,NULLVALUE,Astragalus laxmannii Jacq.,Laxmann's milkvetch,Fabaceae
ASLAR,NULLVALUE,Astragalus laxmannii Jacq. var. robustior (Hook.) Barneby & S.L. Welsh,prairie milkvetch,Fabaceae
ASLAR,ASAD11,Astragalus adsurgens Pall.,NULLVALUE,Fabaceae
ASLAR,ASADR2,Astragalus adsurgens Pall. ssp. robustior (Hook.) S.L. Welsh,NULLVALUE,Fabaceae
ASLAR,ASADR,Astragalus adsurgens Pall. var. robustior Hook.,NULLVALUE,Fabaceae
ASLAR,ASST82,Astragalus striatus Nutt.,NULLVALUE,Fabaceae
ASLAR,ASSU11,Astragalus sulphurescens Rydb.,NULLVALUE,Fabaceae
ASLO4,NULLVALUE,Astragalus lotiflorus Hook.,lotus milkvetch,Fabaceae
ASLO4,ASEL14,Astragalus elatiocarpus Sheldon,NULLVALUE,Fabaceae
ASLO4,ASLON,Astragalus lotiflorus Hook. var. nebraskensis Bates,NULLVALUE,Fabaceae
ASLO4,ASLOR,Astragalus lotiflorus Hook. var. reverchonii (A. Gray) M.E. Jones,NULLVALUE,Fabaceae
ASLO4,ASRE15,Astragalus reverchonii A. Gray,NULLVALUE,Fabaceae
ASLO4,BALO,Batidophaca lotiflorus (Hook.) Rydb.,NULLVALUE,Fabaceae
ASMI10,NULLVALUE,Astragalus missouriensis Nutt.,Missouri milkvetch,Fabaceae
ASMI9,NULLVALUE,Astragalus miser Douglas ex Hook.,timber milkvetch,Fabaceae
ASMIM5,NULLVALUE,Astragalus missouriensis Nutt. var. missouriensis,Missouri milkvetch,Fabaceae
ASMIM5,XYMI,Xylophacos missouriensis (Nutt.) Rydb.,NULLVALUE,Fabaceae
ASMIS,NULLVALUE,Astragalus miser Douglas ex Hook. var. serotinus (A. Gray ex Cooper) Barneby,timber milkvetch,Fabaceae
ASMIS,ASDES,Astragalus decumbens (Nutt. ex Torr. & A. Gray) A. Gray var. serotinus (A. Gray ex Cooper) M.E. Jones,NULLVALUE,Fabaceae
ASMIS,ASSE14,Astragalus serotinus A. Gray ex Cooper,NULLVALUE,Fabaceae
ASPE5,NULLVALUE,Astragalus pectinatus (Douglas ex Hook.) Douglas ex G. Don,narrowleaf milkvetch,Fabaceae
ASPE5,CNPE,Cnemidophacos pectinatus (Douglas ex Hook.) Rydb.,NULLVALUE,Fabaceae
ASPU9,NULLVALUE,Astragalus purshii Douglas ex Hook.,woollypod milkvetch,Fabaceae
ASPUP7,NULLVALUE,Astragalus purshii Douglas ex Hook. var. purshii,woollypod milkvetch,Fabaceae
ASPUP7,ASIN25,Astragalus incurvus (Rydb.) Abrams,NULLVALUE,Fabaceae
ASPUP7,ASPUI,Astragalus purshii Douglas ex Hook. var. interior M.E. Jones,NULLVALUE,Fabaceae
ASRO,NULLVALUE,Astragalus robbinsii (Oakes) A. Gray,Robbins' milkvetch,Fabaceae
ASROM,NULLVALUE,Astragalus robbinsii (Oakes) A. Gray var. minor (Hook.) Barneby,Robbins' milkvetch,Fabaceae
ASROM,ASBL4,Astragalus blakei Eggl.,NULLVALUE,Fabaceae
ASROM,ASCO31,Astragalus collieri (Rydb.) A.E. Porsild,NULLVALUE,Fabaceae
ASROM,ASMA12,Astragalus macounii Rydb.,NULLVALUE,Fabaceae
ASROM,ASROB,Astragalus robbinsii (Oakes) A. Gray var. blakei (Eggl.) Barneby,NULLVALUE,Fabaceae
ASSP6,NULLVALUE,Astragalus spatulatus Sheldon,tufted milkvetch,Fabaceae
ASSP6,ASCA13,Astragalus caespitosus (Nutt.) A. Gray,NULLVALUE,Fabaceae
ASSP6,ASSPU,Astragalus spatulatus Sheldon var. uniflorus (Rydb.) Barneby,NULLVALUE,Fabaceae
ASSP6,HOCA7,Homalobus caespitosus Nutt.,NULLVALUE,Fabaceae
ASSP6,ORCA7,Orophaca caespitosa (Nutt.) Britton,NULLVALUE,Fabaceae
ASTE5,NULLVALUE,Astragalus tenellus Pursh,looseflower milkvetch,Fabaceae
ASTE5,ASTES,Astragalus tenellus Pursh var. strigulosus (Rydb.) F.J. Herm.,NULLVALUE,Fabaceae
ASTE5,HOTE5,Homalobus tenellus (Pursh) Britton,NULLVALUE,Fabaceae
ASTRA,NULLVALUE,Astragalus L.,milkvetch,Fabaceae
ASVE5,NULLVALUE,Astragalus vexilliflexus Sheldon,bentflower milkvetch,Fabaceae
ASVEV2,NULLVALUE,Astragalus vexilliflexus Sheldon var. vexilliflexus,bentflower milkvetch,Fabaceae
ASVEV2,HOVE2,Homalobus vexilliflexus (Sheldon) Rydb.,NULLVALUE,Fabaceae
CAAR18,NULLVALUE,Caragana arborescens Lam.,Siberian peashrub,Fabaceae
CAAR18,CAARP2,Caragana arborescens Lam. var. pendula Carrière,NULLVALUE,Fabaceae
CAAR18,CAFR20,Caragana fruticosa (Pall.) Besser,NULLVALUE,Fabaceae
CARAG,NULLVALUE,Caragana Fabr.,peashrub,Fabaceae
DACA7,NULLVALUE,Dalea candida Michx. ex Willd.,white prairie clover,Fabaceae
DACAC,NULLVALUE,Dalea candida Michx. ex Willd. var. candida,white prairie clover,Fabaceae
DACAC,PECA21,Petalostemon candidus Michx.,NULLVALUE,Fabaceae
DACAO,NULLVALUE,Dalea candida Michx. ex Willd. var. oligophylla (Torr.) Shinners,white prairie clover,Fabaceae
DACAO,DAOC,Dalea occidentalis (A. Heller) Isely,NULLVALUE,Fabaceae
DACAO,DAOL2,Dalea oligophylla (Torr.) Shinners,NULLVALUE,Fabaceae
DACAO,PECAO,Petalostemon candidus Michx. var. oligophyllus (Torr.) F.J. Herm.,NULLVALUE,Fabaceae
DACAO,PEOC2,Petalostemon occidentalis (A. Heller) Fernald,NULLVALUE,Fabaceae
DACAO,PEOL3,Petalostemon oligophyllus (Torr.) Torr. ex Smyth,NULLVALUE,Fabaceae
DALEA,NULLVALUE,Dalea L.,prairie clover,Fabaceae
DAPU5,NULLVALUE,Dalea purpurea Vent.,purple prairie clover,Fabaceae
DAPUP,NULLVALUE,Dalea purpurea Vent. var. purpurea,purple prairie clover,Fabaceae
DAPUP,PEMO9,Petalostemon mollis Rydb.,NULLVALUE,Fabaceae
DAPUP,PEPU15,Petalostemon purpureus (Vent.) Rydb.,NULLVALUE,Fabaceae
DAPUP,PEPUM,Petalostemon purpureus (Vent.) Rydb. var. mollis (Rydb.) B. Boivin,NULLVALUE,Fabaceae
GLLE3,NULLVALUE,Glycyrrhiza lepidota Pursh,American licorice,Fabaceae
GLLE3,GLGL4,Glycyrrhiza glutinosa Nutt.,NULLVALUE,Fabaceae
GLLE3,GLLEG,Glycyrrhiza lepidota Pursh var. glutinosa (Nutt.) S. Watson,NULLVALUE,Fabaceae
GLYCY,NULLVALUE,Glycyrrhiza L.,licorice,Fabaceae
HEAL,NULLVALUE,Hedysarum alpinum L.,alpine sweetvetch,Fabaceae
HEAL,HEALA2,Hedysarum alpinum L. ssp. americanum (Michx.) Fedtsch.,NULLVALUE,Fabaceae
HEAL,HEALA3,Hedysarum alpinum L. var. alpinum,NULLVALUE,Fabaceae
HEAL,HEALA,Hedysarum alpinum L. var. americanum Michx.,NULLVALUE,Fabaceae
HEAL,HEALG,Hedysarum alpinum L. var. grandiflorum Rollins,NULLVALUE,Fabaceae
HEAL,HEALP,Hedysarum alpinum L. var. philoscia (A. Nelson) Rollins,NULLVALUE,Fabaceae
HEAL,HEAM9,Hedysarum americanum (Michx.) Britton,NULLVALUE,Fabaceae
HEAL,HECA33,Hedysarum caucasicum M. Bieb.,NULLVALUE,Fabaceae
HEAL,HEHE2,Hedysarum hedysaroides auct. non (L.) Schinz & Thell.,NULLVALUE,Fabaceae
HEAL,HEPH2,Hedysarum philoscia A. Nelson,NULLVALUE,Fabaceae
HEAL,HESI5,Hedysarum sibiricum Poir.,NULLVALUE,Fabaceae
HEAL,HETR2,Hedysarum truncatum Eastw.,NULLVALUE,Fabaceae
HEBO,NULLVALUE,Hedysarum boreale Nutt.,Utah sweetvetch,Fabaceae
HEBOB,NULLVALUE,Hedysarum boreale Nutt. ssp. boreale,Utah sweetvetch,Fabaceae
HEBOB2,NULLVALUE,Hedysarum boreale Nutt. ssp. boreale var. boreale,Utah sweetvetch,Fabaceae
HEBOB2,HEBOC,Hedysarum boreale Nutt. var. cinerascens (Rydb.) Rollins,NULLVALUE,Fabaceae
HEBOB2,HEBOO2,Hedysarum boreale Nutt. var. obovatum Rollins,NULLVALUE,Fabaceae
HEBOB2,HEBOP,Hedysarum boreale Nutt. var. pabulare (A. Nelson) Dorn,NULLVALUE,Fabaceae
HEBOB2,HEBOR,Hedysarum boreale Nutt. var. rivulare (L.O. Williams) Northstrom,NULLVALUE,Fabaceae
HEBOB2,HEBOT,Hedysarum boreale Nutt. var. typicum Rollins,NULLVALUE,Fabaceae
HEBOB2,HEBOU2,Hedysarum boreale Nutt. var. utahense (Rydb.) Rollins,NULLVALUE,Fabaceae
HEBOB2,HECI7,Hedysarum cinerascens Rydb.,NULLVALUE,Fabaceae
HEBOB2,HEMAF,Hedysarum mackenziei Richardson var. fraseri B. Boivin,NULLVALUE,Fabaceae
HEBOB2,HEPA27,Hedysarum pabulare A. Nelson,NULLVALUE,Fabaceae
HEBOB2,HEPAR3,Hedysarum pabulare A. Nelson var. rivulare L.O. Williams,NULLVALUE,Fabaceae
HEBOB2,HEUT2,Hedysarum utahense Rydb.,NULLVALUE,Fabaceae
HEBOM,NULLVALUE,Hedysarum boreale Nutt. ssp. mackenziei (Richardson) S.L. Welsh,northern sweetvetch,Fabaceae
HEBOM,HEBOM3,Hedysarum boreale Nutt. var. mackenziei (Richardson) C.L. Hitchc.,NULLVALUE,Fabaceae
HEBOM,HEMA,Hedysarum mackenziei Richardson,NULLVALUE,Fabaceae
HEDYS,NULLVALUE,Hedysarum L.,sweetvetch,Fabaceae
HEOC,NULLVALUE,Hedysarum occidentale Greene,western sweetvetch,Fabaceae
HEOCO2,NULLVALUE,Hedysarum occidentale Greene var. occidentale,western sweetvetch,Fabaceae
HEOCO2,HEUI,Hedysarum uintahense A. Nelson,NULLVALUE,Fabaceae
HESU,NULLVALUE,Hedysarum sulphurescens Rydb.,white sweetvetch,Fabaceae
LAOC2,NULLVALUE,Lathyrus ochroleucus Hook.,cream pea,Fabaceae
LAPA4,NULLVALUE,Lathyrus palustris L.,marsh pea,Fabaceae
LAPA4,LAMY,Lathyrus myrtifolius Muhl. ex Willd.,NULLVALUE,Fabaceae
LAPA4,LAPAP3,Lathyrus palustris L. ssp. pilosus (Cham.) Hultén,NULLVALUE,Fabaceae
LAPA4,LAPAL,Lathyrus palustris L. var. linearifolius Ser.,NULLVALUE,Fabaceae
LAPA4,LAPAM2,Lathyrus palustris L. var. macranthus (T.G. White) Fernald,NULLVALUE,Fabaceae
LAPA4,LAPAM3,Lathyrus palustris L. var. meridionalis Butters & H. St. John,NULLVALUE,Fabaceae
LAPA4,LAPAM,Lathyrus palustris L. var. myrtifolius (Muhl. ex Willd.) A. Gray,NULLVALUE,Fabaceae
LAPA4,LAPAP,Lathyrus palustris L. var. pilosus (Cham.) Ledeb.,NULLVALUE,Fabaceae
LAPA4,LAPAR,Lathyrus palustris L. var. retusus Fernald & H. St. John,NULLVALUE,Fabaceae
LAPA4,ORMY,Orobus myrtifolius Alef.,NULLVALUE,Fabaceae
LATHY,NULLVALUE,Lathyrus L.,pea,Fabaceae
LAVE,NULLVALUE,Lathyrus venosus Muhl. ex Willd.,veiny pea,Fabaceae
LAVE,LAOR,Lathyrus oreophilus Wooton & Standl.,NULLVALUE,Fabaceae
LAVE,LAVEA2,Lathyrus venosus Muhl. ex Willd. ssp. arkansanus (Fassett) C.L. Hitchc.,NULLVALUE,Fabaceae
LAVE,LAVEA3,Lathyrus venosus Muhl. ex Willd. var. arkansanus Fassett,NULLVALUE,Fabaceae
LAVE,LAVEI,Lathyrus venosus Muhl. ex Willd. var. intonsus Butters & H. St. John,NULLVALUE,Fabaceae
LAVE,LAVEM,Lathyrus venosus Muhl. ex Willd. var. meridionalis Butters & H. St. John,NULLVALUE,Fabaceae
LOCO6,NULLVALUE,Lotus corniculatus L.,bird's-foot trefoil,Fabaceae
LOCOC5,NULLVALUE,Lotus corniculatus L. var. corniculatus,bird's-foot trefoil,Fabaceae
LOCOC5,LOCA15,Lotus caucasicus Kuprian.,NULLVALUE,Fabaceae
LOCOC5,LOCOA,Lotus corniculatus L. var. arvensis (Schkuhr) Ser. ex DC.,NULLVALUE,Fabaceae
LOCOC5,LOFI2,Lotus filicaulis Durieu,NULLVALUE,Fabaceae
LOTUS,NULLVALUE,Lotus L.,trefoil,Fabaceae
LUAR2,NULLVALUE,Lupinus arcticus S. Watson,arctic lupine,Fabaceae
LUAR3,NULLVALUE,Lupinus argenteus Pursh,silvery lupine,Fabaceae
LUARA5,NULLVALUE,Lupinus argenteus Pursh ssp. argenteus,silvery lupine,Fabaceae
LUARS2,NULLVALUE,Lupinus arcticus S. Watson ssp. subalpinus (Piper & B.L. Rob.) D. Dunn,subalpine lupine,Fabaceae
LUARS2,LUARS6,Lupinus arcticus S. Watson var. subalpinus (Piper & B.L. Rob.) C.P. Sm.,NULLVALUE,Fabaceae
LUARS2,LUGL3,Lupinus glacialis C.P. Sm.,NULLVALUE,Fabaceae
LUARS2,LULAS2,Lupinus latifolius Lindl. ex J. Agardh var. subalpinus (Piper & B.L. Rob.) C.P. Sm.,NULLVALUE,Fabaceae
LUARS2,LUSU16,Lupinus subalpinus Piper & B.L. Rob.,NULLVALUE,Fabaceae
LUARS2,LUVO3,Lupinus volcanicus Greene,NULLVALUE,Fabaceae
LUARS2,LUVOR,Lupinus volcanicus Greene var. rupestricola C.P. Sm.,NULLVALUE,Fabaceae
LUMI3,NULLVALUE,Lupinus minimus Douglas ex Hook.,Kettle Falls lupine,Fabaceae
LUMI3,LUOV,Lupinus ovinus Greene,NULLVALUE,Fabaceae
LUMI3,LUPI6,Lupinus piperi B.L. Rob.,NULLVALUE,Fabaceae
LUNO,NULLVALUE,Lupinus nootkatensis Donn ex Sims,Nootka lupine,Fabaceae
LUNOF,NULLVALUE,Lupinus nootkatensis Donn ex Sims var. fruticosus Sims,Nootka lupine,Fabaceae
LUNOF,LUARF,Lupinus arboreus Sims var. fruticosus (Sims) S. Watson,NULLVALUE,Fabaceae
LUNOF,LUNOG,Lupinus nootkatensis Donn ex Sims var. glaber Hook.,NULLVALUE,Fabaceae
LUNOF,LUNOU,Lupinus nootkatensis Donn ex Sims var. unalaskensis S. Watson,NULLVALUE,Fabaceae
LUPIN,NULLVALUE,Lupinus L.,lupine,Fabaceae
LUPO2,NULLVALUE,Lupinus polyphyllus Lindl.,bigleaf lupine,Fabaceae
LUPOP2,NULLVALUE,Lupinus polyphyllus Lindl. ssp. polyphyllus,bigleaf lupine,Fabaceae
LUPOP4,NULLVALUE,Lupinus polyphyllus Lindl. ssp. polyphyllus var. polyphyllus,bigleaf lupine,Fabaceae
LUPOP4,LUMA9,Lupinus matanuskensis C.P. Sm.,NULLVALUE,Fabaceae
LUPOP4,LUPOA3,Lupinus polyphyllus Lindl. var. albiflorus Lindl.,NULLVALUE,Fabaceae
LUPOP4,LUPS2,Lupinus pseudopolyphyllus C.P. Sm.,NULLVALUE,Fabaceae
LUPOP4,LUST4,Lupinus stationis C.P. Sm.,NULLVALUE,Fabaceae
LUPU,NULLVALUE,Lupinus pusillus Pursh,rusty lupine,Fabaceae
LUPUP,NULLVALUE,Lupinus pusillus Pursh ssp. pusillus,rusty lupine,Fabaceae
LUSE4,NULLVALUE,Lupinus sericeus Pursh,silky lupine,Fabaceae
LUSEF2,NULLVALUE,Lupinus sericeus Pursh ssp. sericeus var. flexuosus (Lindl. ex J. Agardh) C.P. Sm.,silky lupine,Fabaceae
LUSEF2,LUFI2,Lupinus fikeranus C.P. Sm.,NULLVALUE,Fabaceae
LUSEF2,LUFL5,Lupinus flexuosus Lindl. ex J. Agardh,NULLVALUE,Fabaceae
LUSEF2,LUSEF3,Lupinus sericeus Pursh var. fikeranus (C.P. Sm.) C.L. Hitchc.,NULLVALUE,Fabaceae
LUSEF2,LUSES6,Lupinus sericeus Pursh var. subflexuosus H. St. John & Warren,NULLVALUE,Fabaceae
LUSEF2,LUSU14,Lupinus subulatus Rydb.,NULLVALUE,Fabaceae
LUSES2,NULLVALUE,Lupinus sericeus Pursh ssp. sericeus,silky lupine,Fabaceae
LUSES4,NULLVALUE,Lupinus sericeus Pursh ssp. sericeus var. sericeus,silky lupine,Fabaceae
LUSES4,LUAL14,Lupinus aliumbellatus C.P. Sm.,NULLVALUE,Fabaceae
LUSES4,LUAM5,Lupinus amniculi-salicis C.P. Sm.,NULLVALUE,Fabaceae
LUSES4,LUBL2,Lupinus blankinshipii A. Heller,NULLVALUE,Fabaceae
LUSES4,LUFA2,Lupinus falsocomatus C.P. Sm.,NULLVALUE,Fabaceae
LUSES4,LUHE3,Lupinus herman-workii C.P. Sm.,NULLVALUE,Fabaceae
LUSES4,LUJO3,"Lupinus jonesii Blank., non Rydb.",NULLVALUE,Fabaceae
LUSES4,LULE8,Lupinus leucopsis J. Agardh,NULLVALUE,Fabaceae
LUWY,NULLVALUE,Lupinus wyethii S. Watson,Wyeth's lupine,Fabaceae
LUWYW,NULLVALUE,Lupinus wyethii S. Watson ssp. wyethii,Wyeth's lupine,Fabaceae
LUWYW,LUARH2,Lupinus arcticus S. Watson var. humicola (A. Nelson) C.P. Sm.,NULLVALUE,Fabaceae
LUWYW,LUCA12,Lupinus candicans Rydb.,NULLVALUE,Fabaceae
LUWYW,LUDI4,Lupinus diversalpicola C.P. Sm.,NULLVALUE,Fabaceae
LUWYW,LUFL6,Lupinus flavescens Rydb.,NULLVALUE,Fabaceae
LUWYW,LUHU2,Lupinus humicola A. Nelson,NULLVALUE,Fabaceae
LUWYW,LUPOH,Lupinus polyphyllus Lindl. var. humicola (A. Nelson) Barneby,NULLVALUE,Fabaceae
LUWYW,LURY,Lupinus rydbergii Blank.,NULLVALUE,Fabaceae
MEDIC,NULLVALUE,Medicago L.,alfalfa,Fabaceae
MELIL,NULLVALUE,Melilotus Mill.,sweetclover,Fabaceae
MELU,NULLVALUE,Medicago lupulina L.,black medick,Fabaceae
MELU,MELUC,Medicago lupulina L. var. cupaniana (Guss.) Boiss.,NULLVALUE,Fabaceae
MELU,MELUG,Medicago lupulina L. var. glandulosa Neilr.,NULLVALUE,Fabaceae
MEOF,NULLVALUE,Melilotus officinalis (L.) Lam.,sweetclover,Fabaceae
MEOF,MEAL12,"Melilotus alba Medikus, orth. var.",NULLVALUE,Fabaceae
MEOF,MEAL2,Melilotus albus Medik.,NULLVALUE,Fabaceae
MEOF,MEALA2,Melilotus albus Medik. var. annuus Coe,NULLVALUE,Fabaceae
MEOF,MEAR15,Melilotus arvensis Wallr.,NULLVALUE,Fabaceae
MEOF,MELE6,Melilotus leucanthus W.D.J. Koch ex DC.,NULLVALUE,Fabaceae
MEOF,MELU6,Melilotus lutea Gueldenst.,NULLVALUE,Fabaceae
MEOF,MEOFM2,Melilotus officinalis (L.) Lam. var. micranthus O.E. Schulz,NULLVALUE,Fabaceae
MESA,NULLVALUE,Medicago sativa L.,alfalfa,Fabaceae
MESAF,NULLVALUE,Medicago sativa L. ssp. falcata (L.) Arcang.,yellow alfalfa,Fabaceae
MESAF,MEFA,Medicago falcata L.,NULLVALUE,Fabaceae
MESAF,MEFAR2,Medicago falcata L. var. romanica (Prodan) O. Schwarz & Klink.,NULLVALUE,Fabaceae
MESAS,NULLVALUE,Medicago sativa L. ssp. sativa,alfalfa,Fabaceae
MESAS,MEME9,Medicago media Pers.,NULLVALUE,Fabaceae
MESAS,MESAV8,Medicago sativa L. ssp. varia (Martyn) Arcang.,NULLVALUE,Fabaceae
MESAS,MEVA2,Medicago ×varia Martyn,NULLVALUE,Fabaceae
ONAR,NULLVALUE,Ononis arvensis L.,field restharrow,Fabaceae
ONOBR,NULLVALUE,Onobrychis Mill.,sainfoin,Fabaceae
ONONI,NULLVALUE,Ononis L.,restharrow,Fabaceae
ONVI,NULLVALUE,Onobrychis viciifolia Scop.,sainfoin,Fabaceae
ONVI,HEON,Hedysarum onobrychis L.,NULLVALUE,Fabaceae
ONVI,ONSA,Onobrychis sativa Lam.,NULLVALUE,Fabaceae
ONVI,ONVI3,"Onobrychis viciaefolia Scop., orth. var.",NULLVALUE,Fabaceae
OXBO,NULLVALUE,Oxytropis borealis DC.,boreal locoweed,Fabaceae
OXBOV,NULLVALUE,Oxytropis borealis DC. var. viscida (Nutt.) S.L. Welsh,viscid locoweed,Fabaceae
OXBOV,ARVI11,Aragallus viscidulus Rydb.,NULLVALUE,Fabaceae
OXBOV,ARVID,Aragallus viscidulus Rydb. var. depressus Rydb.,NULLVALUE,Fabaceae
OXBOV,OXGA,Oxytropis gaspensis Fernald & Kelsey,NULLVALUE,Fabaceae
OXBOV,OXIX,Oxytropis ixodes Butters & Abbe,NULLVALUE,Fabaceae
OXBOV,OXLED,Oxytropis leucantha (Pall.) Pers. var. depressus (Rydb.) B. Boivin,NULLVALUE,Fabaceae
OXBOV,OXLEG,Oxytropis leucantha (Pall.) Pers. var. gaspensis (Fernald & Kelsey) B. Boivin,NULLVALUE,Fabaceae
OXBOV,OXLEI,Oxytropis leucantha (Pall.) Pers. var. ixodes (Butters & Abbe) B. Boivin,NULLVALUE,Fabaceae
OXBOV,OXLEM,Oxytropis leucantha (Pall.) Pers. var. magnifica B. Boivin,NULLVALUE,Fabaceae
OXBOV,OXLEV,Oxytropis leucantha (Pall.) Pers. var. viscida (Nutt.) B. Boivin,NULLVALUE,Fabaceae
OXBOV,OXVI2,Oxytropis viscida Nutt.,NULLVALUE,Fabaceae
OXCA4,NULLVALUE,Oxytropis campestris (L.) DC.,field locoweed,Fabaceae
OXCAC3,NULLVALUE,Oxytropis campestris (L.) DC. var. cusickii (Greenm.) Barneby,Cusick's locoweed,Fabaceae
OXCAC3,OXAL5,Oxytropis alpicola (Rydb.) M.E. Jones,NULLVALUE,Fabaceae
OXCAC3,OXCAR,Oxytropis campestris (L.) DC. var. rydbergii (A. Nelson) R.J. Davis,NULLVALUE,Fabaceae
OXCAC3,OXCU3,Oxytropis cusickii Greenm.,NULLVALUE,Fabaceae
OXCAC3,OXRY,Oxytropis rydbergii A. Nelson,NULLVALUE,Fabaceae
OXCAD2,NULLVALUE,Oxytropis campestris (L.) DC. var. davisii S.L. Welsh,Davis locoweed,Fabaceae
OXCAD2,OXJOD2,Oxytropis jordalii A.E. Porsild ssp. davisii (S.L. Welsh) Elisens & Packer,NULLVALUE,Fabaceae
OXCAS3,NULLVALUE,Oxytropis campestris (L.) DC. var. spicata Hook.,field locoweed,Fabaceae
OXCAS3,OXMA4,Oxytropis macounii (Greene) Rydb.,NULLVALUE,Fabaceae
OXCAS3,OXSES3,Oxytropis sericea Nutt. ssp. spicata (Hook.) Cody,NULLVALUE,Fabaceae
OXCAS3,OXSES8,Oxytropis sericea Nutt. var. spicata (Hook.) Barneby,NULLVALUE,Fabaceae
OXCAS3,OXSP2,Oxytropis spicata (Hook.) Standl.,NULLVALUE,Fabaceae
OXDE2,NULLVALUE,Oxytropis deflexa (Pall.) DC.,nodding locoweed,Fabaceae
OXDEF,NULLVALUE,Oxytropis deflexa (Pall.) DC. var. foliolosa (Hook.) Barneby,nodding locoweed,Fabaceae
OXDEF,OXDE6,Oxytropis deflexa auct. non (Pall.) DC. p.p.,NULLVALUE,Fabaceae
OXDEF,OXDEF2,Oxytropis deflexa (Pall.) DC. ssp. foliolosa (Hook.) Cody,NULLVALUE,Fabaceae
OXDEF,OXDEC2,Oxytropis deflexa (Pall.) DC. var. capitata B. Boivin,NULLVALUE,Fabaceae
OXDEF,OXFO3,Oxytropis foliolosa Hook.,NULLVALUE,Fabaceae
OXDES,NULLVALUE,Oxytropis deflexa (Pall.) DC. var. sericea Torr. & A. Gray,blue nodding locoweed,Fabaceae
OXDES,OXDES2,Oxytropis deflexa (Pall.) DC. ssp. sericea (Torr. & A. Gray) Cody,NULLVALUE,Fabaceae
OXDES,OXDEP,Oxytropis deflexa (Pall.) DC. var. parviflora B. Boivin,NULLVALUE,Fabaceae
OXLA2,NULLVALUE,Oxytropis lagopus Nutt.,haresfoot locoweed,Fabaceae
OXLAC,NULLVALUE,Oxytropis lagopus Nutt. var. conjugans Barneby,haresfoot locoweed,Fabaceae
OXMO2,NULLVALUE,Oxytropis monticola A. Gray,yellowflower locoweed,Fabaceae
OXMO2,OXCAG4,Oxytropis campestris (L.) DC. ssp. gracilis (A. Nelson) Hultén,NULLVALUE,Fabaceae
OXMO2,OXCAC4,Oxytropis campestris (L.) DC. var. cervinus (Greene) B. Boivin,NULLVALUE,Fabaceae
OXMO2,OXCAG,Oxytropis campestris (L.) DC. var. gracilis (A. Nelson) Barneby,NULLVALUE,Fabaceae
OXMO2,OXGR3,Oxytropis gracilis (A. Nelson) K. Schum.,NULLVALUE,Fabaceae
OXMO2,OXLU3,Oxytropis luteola (Greene) Piper & Beattie,NULLVALUE,Fabaceae
OXMO2,OXVI3,Oxytropis villosa (Rydb.) K. Schum.,NULLVALUE,Fabaceae
OXPO,NULLVALUE,Oxytropis podocarpa A. Gray,stalkpod locoweed,Fabaceae
OXPO,OXPOI,Oxytropis podocarpa A. Gray var. inflata (Hook.) B. Boivin,NULLVALUE,Fabaceae
OXSP,NULLVALUE,Oxytropis splendens Douglas ex Hook.,showy locoweed,Fabaceae
OXSP,ARSP9,Aragallus splendens (Douglas ex Hook.) Greene,NULLVALUE,Fabaceae
OXSP,ASSP15,Astragalus splendens (Douglas ex Hook.) Tidestr.,NULLVALUE,Fabaceae
OXSP,OXRI2,Oxytropis richardsonii (Hook.) K. Schum.,NULLVALUE,Fabaceae
OXSP,OXSPR,Oxytropis splendens Douglas ex Hook. var. richardsonii Hook.,NULLVALUE,Fabaceae
OXSP,OXSPV,Oxytropis splendens Douglas ex Hook. var. vestita Hook.,NULLVALUE,Fabaceae
OXYTR,NULLVALUE,Oxytropis DC.,locoweed,Fabaceae
PEAR6,NULLVALUE,Pediomelum argophyllum (Pursh) J. Grimes,silverleaf Indian breadroot,Fabaceae
PEAR6,PSAR2,Psoralea argophylla Pursh,NULLVALUE,Fabaceae
PEAR6,PSCO5,Psoralea collina Rydb.,NULLVALUE,Fabaceae
PEAR6,PSAR5,Psoralidium argophyllum (Pursh) Rydb.,NULLVALUE,Fabaceae
PEDIO2,NULLVALUE,Pediomelum Rydb.,Indian breadroot,Fabaceae
